"TIV of arms exports from United States, 1970-2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are SIPRI Trend Indicator Values (TIVs) expressed in millions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures may not add up due to the conventions of rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A '0' indicates that the value of deliveries is less than 0.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For more information, see http://www.sipri.org/databases/armstransfers/sources-and-methods/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SIPRI Arms Transfers Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated: 09 December 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Total
Saudi Arabia,,,83,160,378,384,392,768,842,504,636,1306,1867,1626,589,352,1438,1007,152,172,1019,397,888,2017,884,888,1407,1719,2207,1512,3,33,89,117,324,152,171,150,248,244,358,397,394,608,1426,1774,1767,3118,2752,2866,2151,44735
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,,4
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0
Seychelles,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,3
Sierra Leone,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Singapore,44,41,8,38,128,156,186,116,50,292,337,93,92,172,72,63,,207,521,232,184,36,8,82,11,15,63,448,602,189,531,61,211,50,365,533,33,11,28,720,687,457,429,626,23,75,557,138,82,47,31,10177
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,36,,71
Slovenia,,,,,,,,,,,,,,,,,,,,,,,10,22,11,15,,,,,,0,,,,,,,,,,,,,1,,,,,,,59
Somalia,,,,,,,,,,,,3,28,9,9,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,107
South Africa,,,20,20,,,14,,,,,,,,,,12,2,,,,,,,,,,9,,18,,,,,,,14,30,11,9,13,16,9,,,,,,,,,197
South Korea,80,240,367,253,450,637,553,1178,368,1344,888,863,652,439,483,647,754,721,1129,1591,974,779,677,598,692,1729,1624,888,1176,1199,934,462,263,591,871,619,1359,1204,1120,206,1235,1485,979,113,346,171,545,515,669,848,917,39425
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,2
South Vietnam,654,970,2147,629,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752
Spain,210,413,569,769,471,617,485,56,243,241,166,229,176,87,70,107,870,981,1715,572,572,77,156,242,675,217,265,132,22,219,167,67,220,186,163,5,81,22,18,48,7,20,96,44,20,20,2,9,18,18,23,12875
Sri Lanka,,3,2,,,,0,,,,0,,,,9,39,20,15,,,15,,,,,,,36,6,,10,,9,3,13,,,5,,,,10,,,,,,,54,,,248
Sudan,,,,,,,,,168,,,38,72,3,34,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,0,,,,,,,,,3
Sweden,35,10,70,75,75,103,75,100,105,86,78,207,45,122,36,34,90,102,49,53,42,31,15,17,26,59,52,69,150,65,69,33,26,26,26,58,56,24,9,2,,150,185,16,1,2,9,5,,,,2772
Switzerland,62,84,59,34,9,66,66,,213,213,268,285,130,247,218,155,,11,36,19,13,141,20,41,114,93,187,377,431,502,4,4,3,,18,,,2,1,2,30,16,5,2,1,1,61,31,,,,4271
Syria rebels*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
Taiwan,585,351,245,329,372,346,488,806,790,552,487,687,697,627,330,545,664,111,192,197,225,513,406,1127,852,1313,824,2966,2250,1704,537,332,291,111,314,645,503,12,11,,35,137,422,548,1070,629,97,493,99,64,102,28030
Tanzania,1,2,1,1,1,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Thailand,214,228,200,234,87,32,31,46,285,46,206,270,37,88,108,109,106,216,361,181,208,281,32,135,205,151,449,379,36,45,25,13,146,126,37,17,5,,,4,0,50,21,54,32,27,46,29,49,16,19,5721
Togo,,,,,,,,,,,,,,,,,1,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,7
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
Trinidad and Tobago,,,,,,,,,,,1,6,,,,,,0,,,,,,,,,,,,,3,0,2,,,,,6,,,,12,12,,,,,,,,,42
Tunisia,,,4,22,8,,10,,10,44,23,14,20,76,108,84,,56,17,48,,,8,,,18,23,25,18,10,,,44,1,,,2,,3,,7,7,,38,39,7,16,69,46,15,15,952
Turkey,244,506,607,722,1230,403,165,165,762,755,185,231,141,74,93,274,141,826,515,615,856,920,1681,1925,1346,699,616,1152,1610,1126,517,138,447,232,129,272,5,25,49,21,7,328,1007,359,1104,297,183,151,125,129,7,26112
UAE,,0,1,5,7,56,,13,,,,101,,29,61,5,99,158,22,6,6,,,92,213,26,154,6,20,15,15,19,18,36,386,1269,1006,482,682,399,158,853,954,1071,542,809,657,603,920,395,149,12515
Uganda,,3,20,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,16,,,1,59
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,16,2,5,35
UNITA (Angola)*,,,,,,,,,,,,,,,,,12,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
United Kingdom,,111,155,162,162,161,75,124,133,142,428,756,697,241,586,287,149,109,124,89,69,825,1078,769,413,492,490,484,514,98,814,1251,381,439,171,20,129,322,425,270,313,206,395,331,191,373,217,755,197,185,717,18025
United Nations**,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,9
Unknown recipient(s),8,,,,,,,,,,28,83,83,83,83,83,83,83,83,39,,11,11,14,,3,3,,4,,,,,,,,,,,,3,,,,0,0,,,,,10,792
Uruguay,9,16,24,6,5,,40,2,,2,10,11,9,,,,,,16,5,5,,,18,9,,,,12,,,,,,,,,,,,,,,,,,,,,1,,201
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,0,1,,36
Venezuela,15,119,101,203,8,78,7,44,55,8,21,59,69,135,26,393,13,,66,4,4,74,,,1,,2,,,20,,5,11,15,,,,,,,,,,,,6,,,,,,1563
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,54
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,,12,,3,,11,,,,,,35
Yugoslavia,,,,,,3,3,,,,,,,30,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,9033,11760,10841,12016,12834,15731,15649,14377,14051,9784,10736,13610,14017,13937,11890,10808,11647,12232,11869,11319,10663,12475,14079,13819,11489,11194,10855,14513,15714,11544,7571,5589,4891,5664,6847,6787,7545,7864,6807,6879,8062,8940,9056,7485,9604,9937,9868,12070,9895,10788,9372,546009
